roi1,roi2,roi3,roi4,roi5,roi6,roi7,roi8,roi9,roi10,roi11,roi12
3.02896,4.688217,0.4504345,-4.07325,-0.6859836,-0.861549,-2.03653,-1.684403,-0.0705344,0.4544374,-1.05032,1.450034
2.996809,3.992054,0.457905,-5.684655,-0.6839453,-0.807519,-2.689657,-0.6862323,-0.4551557,0.688392,-0.9965663,0.9964302
1.682332,3.683645,0.4574339,-4.85953,-0.6840323,-0.4512584,-2.451955,0.6854292,-0.6873558,0.6858951,-0.84163,0.4524931
0.6815924,2.457238,0.6865575,-3.687614,-0.6841628,-0.0948389,-1.450062,1.683253,-0.6826437,0.6865133,-0.6812095,-0.4564233
-0.834616,1.687683,0.6862313,-0.848856,-0.0321644,0.6811088,-0.4535563,1.680462,0.6834445,0.450376,0.6861551,-0.888798
-1.452469,0.4505582,-0.0733498,1.04846,0.4518439,0.6820556,0.6803405,0.9934174,0.451873,0.6883347,1.451249,-1.454279
-1.02769,-0.806195,-0.4548003,1.88303,0.4560078,-0.0543355,0.450006,0.685686,0.4565727,0.0323169,2.00957,-1.451853
0.6854565,-1.459367,-0.4590526,1.687127,0.0610965,-0.6808326,-1.07611,-0.6836475,-0.6851185,-0.0271513,2.68953,-0.870059
1.682513,-1.86284,-0.6897513,0.4562309,-0.4564629,-0.6803633,-3.458752,-0.6870349,-1.682849,-0.6838526,2.04697,-0.4500427
2.689736,-2.683666,-0.0395338,-0.0650058,-0.6826365,-0.6840598,-5.680904,-0.6839887,-1.683065,-0.6874757,0.891155,-0.0624685
2.683506,-2.686093,0.0623952,0.6865865,-0.6873542,-0.451335,-5.456021,0.0317121,-1.687119,-0.6803505,-0.863733,-0.0347004
1.685832,-2.451544,0.0945276,1.06989,-0.6886274,-0.6897003,-3.998092,-0.6807078,-0.6820378,0.0652689,-2.459369,-0.4571643
-0.0849566,-1.995651,0.00367452,2.09724,-0.0860535,0.0306884,-1.457607,-0.6832655,-0.4509662,0.458204,-3.03293,-0.6841052
-1.686292,-0.807368,-0.6829135,2.80047,0.6866132,0.6854403,1.456859,-0.6891689,0.6897041,0.4570482,-2.682906,-0.9918083
-1.995362,1.454048,-0.4511003,3.08945,0.455893,0.4546544,3.455529,-0.4565749,0.685066,0.684496,-1.456543,-0.9978895
-1.685557,3.687604,-0.6892923,3.453582,0.6897865,0.6837687,3.89344,-0.0320738,0.6854105,0.4534065,0.6834596,-0.849498
-0.6815627,5.07354,-0.0872611,3.689052,0.0788535,0.4558491,4.03657,0.4562686,0.6871039,0.6810785,1.453272,-0.6855591
0.886913,6.05711,0.0435641,4.45693,0.00557829,0.6880656,4.68034,0.6875908,0.895673,-0.6878919,1.06873,-0.6805968
2.681275,6.684755,0.6826569,5.04409,0.0348854,0.6830383,5.689474,0.0769625,1.458804,-0.9909407,-0.6832532,-0.4502521
2.682784,7.683425,0.6824218,5.6803,0.0621679,0.6841962,7.02872,-0.4572966,1.689275,-1.680943,-2.684534,-0.4549113
3.684309,9.686637,0.0408088,5.682418,0.0706915,0.681739,7.686955,-0.6822145,1.683448,-1.453429,-3.680882,0.0491675
2.83768,11.45073,-0.0736114,4.459002,0.000973388,0.0363455,5.83163,-1.454794,0.997075,-1.454372,-3.685468,0.456565
1.686503,12.68135,-0.6853253,3.454978,-0.6815208,-0.6885759,2.681535,-1.688531,0.6804051,-0.836118,-2.681189,0.887536
0.4589043,11.8635,-0.6842003,1.994365,-0.6832963,-0.4566448,-1.688456,-0.9917487,-0.825107,-0.4505894,0.6884569,1.0848
-1.00491,8.686316,-0.0345868,0.832748,-0.6890903,-0.4503145,-4.451179,-0.6810979,-1.687896,-0.6836212,3.684132,0.9971832
-1.84809,2.682674,0.4511385,-0.6851751,-0.0895545,-0.0537366,-4.82183,-0.6864662,-1.681486,-0.086625,5.82959,0.6834091
-2.02897,-2.682043,0.4575575,-1.02307,0.0400803,0.096232,-3.455828,-0.6865341,-0.6838752,-0.6851612,6.87426,0.4532255
-1.686264,-6.689058,0.6891902,-1.995073,0.6819083,0.4506766,-0.6832039,0.0697143,-0.0387166,-0.6823354,6.682646,0.6889803
-0.860528,-8.687441,0.882042,-3.00082,0.6808917,0.4586424,1.45721,0.4511114,0.4569072,0.6865802,5.457184,0.6871257
0.0944578,-8.684078,0.814475,-4.682893,0.0323191,0.6860828,1.686257,0.859753,0.6863738,0.816169,3.997373,0.806249
0.821723,-7.688466,0.6827303,-5.686965,-0.0534694,0.4525725,0.4500731,1.683418,0.6856235,1.683443,2.680727,0.9949218
1.02941,-8.06718,0.6815643,-5.83705,-0.0320754,0.4531048,-1.996535,1.689251,0.4553293,1.83736,1.680785,0.9914683
1.0625,-9.681315,0.6883634,-5.86675,-0.6805803,0.6815679,-3.8535,1.685245,-0.0654174,1.82636,0.9968231,0.6832809
0.889676,-11.68798,0.6884866,-4.685237,-0.6804904,0.0683133,-4.458328,1.454636,-0.6815349,1.681868,0.683488,0.6875965
0.6811646,-11.99448,0.4588457,-2.456856,-0.6826866,-0.4535628,-3.453653,0.6893792,-0.6868673,0.843136,0.6831474,-0.6836537
-0.682455,-10.4526,0.6895286,0.6834552,-0.6869629,-0.4560233,-1.681887,-0.6833129,-0.4530392,0.4595851,-0.6844908,-0.6842449
-1.03333,-7.09583,0.6897288,2.84675,-0.4502178,-0.4586632,0.6818939,-1.680665,0.03863,0.6847041,-0.873453,-0.6821134
-1.997904,-3.689066,0.454304,4.03465,-0.6894917,-0.4597462,2.452684,-1.82925,0.6843221,0.4530372,-1.681009,0.0344464
-2.687802,-0.0982137,-0.0329275,3.451656,-0.6852602,-0.000646232,3.86324,-1.682868,0.4549132,0.4592395,-1.454212,0.090347
-2.85261,1.456807,-0.6835341,0.6833434,-0.6812389,0.6846048,4.685797,-0.841363,0.0040353,0.0762831,-1.0972,0.0650204
-2.05248,1.85262,-0.6868082,-2.682837,-0.680767,0.4541176,4.68742,0.4551929,-0.4532089,-0.4576755,-0.4575028,0.073637
-0.6854186,1.687215,-0.6888915,-5.0353,-0.6827344,0.0275959,3.684366,1.683293,-0.85083,-1.687529,0.866976,0.6863653
0.6894692,1.682834,-0.820348,-5.450629,-0.6810364,-0.4595269,2.451097,1.688665,-1.00742,-1.686639,1.685119,0.68288
1.681165,2.05643,-0.81632,-3.686051,0.0311949,-0.6843385,1.455987,1.458086,-0.858532,-1.68641,1.686651,0.4543686
1.685838,2.680596,-0.82126,-0.4510724,0.4544278,-0.6865675,0.88395,0.6849861,-0.6855961,-1.683488,0.6844074,0.6874116
1.08965,2.680043,-0.836986,2.682659,0.6803178,-0.6862859,1.683062,0.0323898,0.6868407,-0.6829065,-1.684864,0.0989267
0.6868757,2.685128,-0.841715,3.997974,0.6844732,-0.0627965,1.683484,-0.0342103,1.682054,0.6864843,-3.459559,-0.4545235
-0.6859027,2.686741,-0.815865,3.686124,0.686272,0.6840452,1.86963,0.6875194,1.45949,0.6847626,-5.08339,-0.4543075
-1.09891,2.457055,-0.6856298,1.86821,0.4565537,0.6848884,1.685256,0.861176,1.06494,0.4573411,-5.45794,-0.6853785
-1.68064,3.455192,-0.6872035,-0.0333746,-0.0474762,0.4532292,-0.6862857,0.828534,0.686414,0.0517036,-4.684032,-0.0246871
-0.6828825,3.995562,-0.4538297,-1.684392,-0.68909,0.6836112,-1.85433,0.689617,-0.0361133,-0.6803145,-2.686716,0.6825396
-0.4505909,3.80733,-0.4509782,-1.680027,-0.0345653,-0.0443755,-3.00346,-0.6803342,-0.6835182,-0.6855852,-0.687652,0.4543208
0.0361868,2.684937,0.6853111,-1.683435,0.453004,-0.6874107,-3.689788,-0.866783,-0.9947465,-0.0855258,1.07491,0.4546451
0.4578047,-0.4508437,0.6823419,-1.992651,0.9908718,-0.4539631,-4.08273,-0.6813435,-1.45676,0.6855264,1.998372,-0.6867697
0.875346,-3.07488,1.07439,-2.685103,1.683304,-0.4565903,-4.682845,0.0664744,-1.680351,0.851098,2.454472,-0.6834383
1.681265,-5.681604,1.681497,-3.80731,0.9936242,-0.4578683,-5.686285,0.6810687,-1.680673,0.9953453,2.685057,-0.6835021
1.0478,-6.682502,1.689025,-4.683067,0.688434,-0.4576707,-6.686211,0.4578544,-1.681344,0.9926246,1.990641,-0.4544863
0.6828465,-6.02195,0.6889562,-3.685149,-0.4553639,-0.4532572,-6.88378,-0.4537565,-1.688439,0.836363,1.457203,-0.6851147
-0.0345486,-4.81768,-0.0351341,-2.09326,-0.6863117,-0.681659,-5.89653,-1.688673,-0.6860651,0.4556659,0.6838097,-0.0214911
-0.6832341,-2.82728,-0.6840573,0.6862639,-0.6871628,0.0683648,-3.683468,-2.682719,-0.0560767,0.6851067,-0.824188,-0.4515026
-0.851606,-0.6882571,-0.994037,2.680654,-0.68472,0.4587036,-0.9944355,-2.451083,0.4594654,-0.6829485,-2.453202,-0.6868688
-0.6890244,1.456044,-0.840033,3.86418,0.0548304,0.4572147,0.994906,-1.684914,0.893115,-0.6834418,-3.99578,-1.683706
-0.4595898,3.683483,-0.4570372,4.680331,0.4560362,0.6859736,1.450303,0.0943065,1.03212,-0.6859874,-4.684603,-1.68554
-0.00372928,4.689389,-0.0736241,4.85066,0.6848427,0.6818468,-0.0758249,1.68652,1.681651,-0.4515675,-4.05326,-1.451197
-0.0665325,5.0721,0.6850951,5.685644,-0.6882095,0.6866639,-1.83765,1.455488,0.9967186,0.0443424,-2.455506,-0.6822927
-0.458826,4.835,0.6867349,5.456511,-0.459534,0.6867957,-2.85184,1.03323,0.6887345,0.456513,0.6886898,-0.4500847
-0.6824754,4.454231,0.0980585,5.453923,-0.6885207,0.00668968,-2.03978,0.4539723,0.6846698,0.4582514,2.688595,-0.6889174
-1.684478,3.80913,0.6813412,4.689453,-0.4514721,-0.0489259,0.0443246,0.6844373,0.0616288,0.0341612,3.683731,-0.6846262
-0.9976934,3.450202,0.4586156,2.688666,-0.6833963,0.0396355,2.45176,0.6880462,-0.0345041,-0.6876594,3.454495,-0.6876651
-0.68507,3.683409,0.6840428,-0.00495321,0.0309662,0.6867447,3.990659,1.453768,0.6835504,-0.826537,1.686703,-0.4534893
0.6820036,2.681693,0.6898389,-2.689239,-0.061852,0.6803088,4.00908,1.687523,0.6824337,-0.6820905,-0.6869309,-0.4511986
0.6896154,1.458704,0.6821293,-4.450409,-0.6871086,0.6832622,3.686711,1.457884,0.9951162,-0.688436,-2.682709,0.4549892
0.6861846,0.4541623,0.6819387,-4.45535,-0.800362,0.4511417,2.68902,0.6892689,1.688092,-0.4502469,-3.685749,0.808038
0.6893756,0.683337,-0.0442625,-2.80386,-0.83095,-0.0293404,2.68132,-0.6879859,1.05504,0.0746888,-3.685493,1.455544
0.6843933,1.68054,-0.4561466,-0.6819332,-0.6865795,-0.4593755,3.685534,-1.88285,0.6891549,0.0558625,-2.686668,1.454464
0.6896834,3.683705,-0.684065,2.459565,-0.4588397,-0.4574956,5.683452,-2.685056,-0.035335,-0.4550495,-0.4519687,1.684763
0.891482,5.684153,0.0386879,4.00791,0.0326732,-0.6813634,5.997069,-2.83247,-0.6802842,-0.6841954,1.680498,1.04068
1.452945,5.683265,0.4570631,3.990687,0.6813658,-0.4529351,5.681834,-2.456742,-0.6889051,-0.861678,2.84424,0.6841709
1.685838,3.994886,0.6852389,2.451592,0.459894,-0.6803502,4.689833,-1.68896,-0.6868089,-0.6853684,3.686268,0.4550059
1.688095,0.4541876,0.4505136,0.6846594,0.6845828,-0.4513055,2.68956,-0.6866543,-0.4593095,-0.4549444,3.680065,-0.0650984
0.6875916,-3.991003,-0.0652458,-1.682541,0.00675626,-0.6895808,0.9943612,0.689433,-0.0641141,-0.6806839,3.02768,-0.6812074
-0.6858316,-6.68445,-0.6824849,-1.993803,-0.0218959,-0.451496,0.6868354,1.455206,-0.000206232,0.04965,2.994623,-0.453365
-0.886414,-6.82613,-0.4512098,-1.452844,0.0358754,-0.4503385,-0.6806073,1.686534,-0.0800431,-0.0300874,3.685082,-0.4520668
-1.0346,-4.81885,-0.6832659,-0.458846,0.0662138,-0.6819148,-0.4572855,1.687435,-0.6880927,-0.6841856,3.689424,-0.4566025
-0.856293,-1.82407,-0.6880805,0.861042,-0.02365,0.0372644,-0.6844595,1.07045,-0.6879411,-0.6832376,3.456863,0.000470612
-0.4563391,0.0070365,-0.0636278,1.686784,-0.4532527,0.6834752,-0.6851662,0.4582484,-0.0388428,-0.454723,2.680728,0.6806633
0.00302091,-0.6868323,-0.0379711,0.885644,-0.4533605,0.6864289,-0.6812705,0.6848561,0.6871343,-0.00651788,1.450342,0.6858556
0.4563903,-2.88785,0.00333444,-0.6859737,-0.456297,0.0924034,0.0962584,0.6844128,0.6825646,0.4542662,-0.4516476,0.6879511
0.9919465,-5.995615,0.0707834,-1.680315,-0.4533359,-0.0259078,1.08893,0.688655,0.682076,0.6871829,-1.453712,0.6845965
1.686539,-8.450514,0.6897936,-2.686239,0.6895034,-0.6805728,1.85745,0.9930884,0.6826351,0.6871288,-1.688694,0.4532348
1.88364,-8.685472,0.6811415,-3.684616,0.6839894,-0.0938403,1.684372,0.997219,-0.4509656,0.6846292,-1.689406,0.6825671
2.03652,-6.450462,0.453225,-3.82843,0.9902785,-0.00625384,0.6851914,0.6841506,-0.689062,0.4516911,-1.07604,0.4511867
1.995664,-2.458235,0.6803737,-4.02392,0.8853,0.0866598,-1.682917,0.6803388,-0.9906689,0.6807053,-1.03256,0.6832328
1.68572,1.680341,-0.6846396,-3.689242,0.6840034,0.6816324,-2.80262,-0.6884726,-1.06038,0.6825728,-1.686429,0.4558659
0.89589,4.89718,-0.6834545,-2.452765,0.6825728,0.0691169,-3.686207,-0.6858544,-0.9985391,0.89512,-1.82055,0.680341
0.6838517,6.687344,-0.686648,-0.862605,0.6803672,-0.00492723,-2.686687,-0.830769,-0.6872118,0.685344,-2.03262,0.6844732
-0.6839243,6.86354,-0.6859213,0.895651,0.0328537,-0.0348043,-1.8405,-0.819503,-0.6887452,0.6813951,-1.83032,-0.0273466
-1.02827,5.453279,-0.4580603,1.683568,0.0663939,0.0316909,-1.09216,-0.803497,0.6826147,0.4580462,-1.681745,-0.4523183
-1.681656,3.681366,0.0394032,1.08661,0.0874271,0.0327553,-1.68338,-0.6834048,0.689494,0.4502895,-0.6872865,-0.847265
-1.457208,1.458985,0.4506435,-0.4570863,0.00928891,0.6855208,-1.82893,-0.4505033,0.890446,0.4583613,-0.4542713,-1.685344
-1.687504,-0.0874206,0.4538349,-1.683258,-0.686529,0.6827211,-2.68417,0.036371,0.6896482,0.4500741,-0.838031,-1.453525
-1.687519,-1.09659,0.68705,-2.681254,-0.6850717,0.0353942,-2.457034,0.4596243,0.4513273,0.4514405,-1.680337,-1.09291
-1.85679,-1.86663,0.0951536,-1.685539,-0.454104,-0.0388506,-2.04494,0.800516,-0.6869106,0.4587218,-1.0603,-0.6829125
-1.84753,-2.455336,0.067411,-0.6872513,-0.6882055,-0.0348065,-1.453233,0.6855982,-0.453271,0.6816657,-0.6889165,-0.6844128
-1.68583,-3.686045,0.0744686,0.6800768,-0.4503342,0.6818462,-1.455189,0.4595919,-0.68306,0.0482315,0.6882627,-0.6852351
-1.684347,-4.685865,0.066456,0.0535839,0.00596517,0.4562732,-2.451734,0.4530803,-0.6813448,0.6835387,1.688792,-0.4534334
-0.6854982,-5.05585,0.035964,-1.456365,0.6855462,0.6855092,-3.458989,0.4543304,-0.4545473,0.4567419,1.88264,-0.6806846
0.0417398,-5.06393,-0.0467208,-2.686273,0.4504297,0.4564686,-4.45431,0.6863454,-0.6843583,0.4534889,1.68121,0.6810642
0.4516858,-4.455539,-0.0539882,-2.990378,0.6873865,0.0431457,-4.450337,0.9927558,-0.6854695,-0.6803003,-0.0620327,0.4518476
0.6887347,-2.8003,0.0404137,-1.68984,0.6834384,-0.6883925,-2.451349,0.9974798,0.6872545,-0.687453,-1.687248,0.817384
-0.0613631,-0.9962606,0.4512921,2.02405,0.6804513,-0.4579232,0.4578484,0.6829867,0.6800047,-1.689707,-1.684235,0.866692
-0.820584,1.684361,0.6874543,5.686571,0.6844567,-0.6886662,3.689698,-0.684044,0.9968679,-1.684258,-1.686333,0.883108
-1.453009,3.688403,0.4527625,7.683732,0.4534237,0.0327033,5.689094,-0.837549,1.06864,-0.9962312,-0.6807549,0.680622
-1.456517,6.684134,0.683434,7.688806,0.6846433,0.4545535,5.453674,-0.9956674,0.6856688,-0.4510597,0.6832025,0.6891184
-0.841746,8.997441,0.6840544,5.453326,0.4548646,0.6840787,3.84338,-0.6862189,0.6865188,0.6826247,0.685424,-0.00582353
0.0943349,10.68685,-0.0556224,3.451928,0.6807297,0.6803132,1.689862,-0.0327037,-0.6804751,0.869376,1.680962,-0.0369473
0.6857157,10.68626,-0.6876167,2.682393,0.4588214,0.4511935,-0.6831582,0.031348,-0.9916232,0.6862464,1.686739,0.0848784
0.890756,7.455464,-0.4511465,2.45062,0.6864473,0.6868785,-0.85155,-0.4515748,-0.887821,0.0721339,1.685693,0.6844758
0.6843656,3.456712,-0.4516832,2.86742,0.6834854,0.4510412,-0.6846159,-1.06273,-0.456371,-0.6842061,1.89553,0.0439513
-0.6835211,-0.6893752,-0.4557348,2.459262,-0.6859045,0.4574475,0.9906461,-1.683503,0.6805029,-0.858623,1.86526,-0.4507286
-1.686671,-2.86932,-0.6848734,0.6819359,-0.4534683,0.454609,1.8329,-0.826803,0.6828653,-0.6858846,1.451258,-0.4572087
-1.07057,-2.451713,-0.4542621,-2.681407,-0.683224,0.0505746,2.450456,0.680842,0.6849044,-0.4544285,0.6816894,-0.6885887
-0.6862216,-0.6839232,-0.4566967,-4.998623,-0.6897507,-0.4565691,1.689528,1.688892,0.6808595,-0.6802479,-0.6842413,-0.457985
1.08434,0.6826025,-0.6888833,-6.04972,-0.454883,-0.6804142,0.6845245,1.685513,0.4582004,0.0700259,-0.6856293,-0.453507
2.06614,-0.6875424,-0.4547528,-4.998664,-0.4546882,-0.6857112,-0.4575631,0.829525,0.6828905,0.0548096,-0.9906743,-0.0236344
2.456846,-3.07694,-0.682762,-2.453654,-0.6815789,-0.826914,-1.453319,-0.6833469,0.0824845,-0.0543951,-0.841195,0.0233856
1.687057,-6.458705,-0.0910435,0.4543242,-0.6844037,-0.6809653,-1.687952,-1.682895,0.0528046,-0.6866936,-0.6842375,-0.0785303
0.833088,-8.45564,-0.6818511,1.83345,-0.6833615,-0.4566334,-0.895623,-1.997487,-0.0673629,-0.4570393,-0.4583546,-0.687198
0.0888679,-7.450379,-0.6814616,1.991103,-0.6894117,-0.6824805,0.0328284,-1.04387,-0.4585358,-0.4503763,-0.681469,-0.0650982
0.6834978,-3.998936,0.0240653,0.9936424,-0.886384,-0.6818445,1.07493,0.4590482,-0.4576844,-0.6866064,-0.4535788,0.455726
0.82576,-0.6861608,0.682091,-0.6843462,-0.892792,-0.6874334,1.83698,1.09069,-0.4569723,-0.6858947,-0.6816298,0.6884262
1.6889,0.836293,0.6865432,-0.9924872,-0.68762,-0.6865328,1.682237,0.839655,-0.6862093,-0.6834556,0.6809622,0.9932153
1.688038,0.6823259,0.9915965,-1.08211,-0.689849,-0.0600394,1.453234,-0.6888894,0.4596569,-0.6823324,0.4584032,0.6859732
1.683346,-1.684195,0.884836,-1.03523,0.4506291,0.6846651,0.6865464,-1.683632,0.830313,0.4560288,0.0437873,0.4517873
0.6871324,-1.687831,0.6861367,-1.684834,0.6803114,0.6837027,-0.829488,-1.689691,0.88427,0.9951661,-1.0749,-0.6817667
-0.6813106,1.68446,0.062452,-1.459284,0.688624,0.4505108,-1.682366,-0.4508031,0.6867205,1.09169,-2.681387,-1.06921
0.0874698,5.454202,-0.6827445,-1.84909,0.4564111,0.6816208,-1.683852,1.684206,0.6883215,0.820029,-3.684675,-1.686213
0.872862,8.681414,-0.4571857,-1.995896,0.4509336,0.6834413,-0.6843419,2.685757,-0.6804849,0.6843606,-3.992613,-0.859659
1.684694,7.993509,-0.6800003,-1.68504,-0.0469367,-0.0400546,0.6804463,2.00839,-0.6890541,0.0339759,-3.689258,-0.0734919
1.689412,3.687124,0.0731789,-1.455288,-0.688211,-0.6821829,0.882726,0.9941057,-0.6884351,0.0832965,-1.84352,0.6878744
0.687134,-2.452119,0.4536458,-1.689215,-0.683246,-0.0956563,0.4506564,-0.4568558,-0.6876032,0.6810751,-0.6825526,0.9945717
-1.681904,-7.04626,0.6802438,-0.9965619,0.0793314,-0.00904268,-0.9945657,-0.6823202,-0.6849347,0.9968664,1.689566,0.997115
-2.87135,-7.82167,0.6804357,-0.6893667,0.6854512,0.0749271,-1.997569,-0.456838,-0.0566523,1.05941,2.05933,0.6852614
-3.85353,-4.82165,0.4516084,0.6863264,0.6863835,0.6834446,-2.688346,0.6824917,-0.6829278,0.683235,2.689596,0.6825761
-3.450927,-0.4509627,-0.680845,1.453952,0.6809162,0.6842498,-1.682328,0.6853629,-0.4573803,-0.4532058,3.0375,0.6839149
-2.685622,2.453297,-0.6831838,2.458513,0.4571468,0.686341,0.4504044,0.6879492,-0.6845383,-0.6821432,3.689092,0.4505589
-0.8651,2.457621,-0.450524,2.88332,0.4519511,0.6891265,1.689024,-0.6882474,-0.4544626,-1.455849,3.686421,0.0496908
0.0587079,0.4530973,-0.6865091,2.8661,-0.0271356,0.4507432,2.680723,-1.688902,0.02033,-0.9913389,3.458563,-0.6880432
0.0885865,-1.45806,-0.6842034,2.453982,-0.6862127,0.6875195,1.684325,-1.83249,0.6836532,-0.4513614,2.45133,-0.4554668
-0.6830245,-0.893554,-0.6869098,1.68221,-0.6847621,0.0623442,0.4594457,-1.09555,0.6845396,0.6883659,1.0546,-0.6876347
-0.6886078,1.88078,-0.4555291,1.83035,-0.0307509,-0.0448463,-0.9932685,0.4563704,0.6824384,0.6828096,-0.455603,-0.853344
-0.4563626,4.453703,-0.6830664,1.456934,0.0913656,-0.6843478,-1.688463,1.686932,0.4552384,0.6896068,-1.81308,-0.686276
0.6859356,4.85127,-0.6806675,0.890328,0.6830418,-0.6864765,-1.686058,1.681859,-0.6869686,-0.6819009,-2.451661,-0.4553286
1.688626,2.454232,-0.6836054,-0.6818444,0.0585958,-0.6805186,-1.685603,0.6826073,-0.6854572,-0.6831884,-2.456832,-0.4531278
1.687615,-1.990427,-0.0473652,-2.09611,-0.080264,-0.0329448,-0.830583,0.0248931,-0.803216,-0.683557,-1.996251,-0.0338083
1.454645,-4.682674,0.456363,-3.08098,-0.4503945,0.0433068,-0.6886134,-0.6842172,-0.6834518,-0.6827634,-1.681654,0.6826266
0.4510891,-4.45114,0.4580097,-2.685602,-0.4545386,0.0216126,0.0625407,-0.6872334,-0.0629542,0.4585766,-0.4505864,0.456459
-0.4544941,-0.808341,0.6821685,-0.818589,-0.6892196,-0.0632035,0.9918344,-0.6845762,0.4548583,0.4524457,0.6805345,0.6871561
-0.4586828,3.8171,0.6883738,1.84231,-0.0893434,-0.6848007,2.06176,0.4536439,0.803686,0.4530454,0.6824176,0.6897212
